source,target,Type,Id,Label,timeset,Weight,weight_not_norm,year,season,start,end
3,2,Directed,46537,Brian O'Neil,"<[1999-12-31, 1999-12-31]>",987658,750000,2000,wintertransfers,2000-01-01,2020-06-01
4,2,Directed,46538,Youl Mawéné,"<[1999-12-31, 1999-12-31]>",921814,700000,2000,wintertransfers,2000-01-01,2020-06-01
9,8,Directed,46541,Daniel Sjölund,"<[1999-12-31, 1999-12-31]>",1975317,1500000,2000,wintertransfers,2000-01-01,2020-06-01
5,13,Directed,46543,Richard Dunne,"<[1999-12-31, 1999-12-31]>",5925951,4500000,2000,wintertransfers,2000-01-01,2020-06-01
14,13,Directed,46544,Darren Huckerby,"<[1999-12-31, 1999-12-31]>",5267512,4000000,2000,wintertransfers,2000-01-01,2020-06-01
15,13,Directed,46545,Laurent Charvet,"<[1999-12-31, 1999-12-31]>",1975317,1500000,2000,wintertransfers,2000-01-01,2020-06-01
22,20,Directed,46550,Mark Fish,"<[1999-12-31, 1999-12-31]>",2041161,1550000,2000,wintertransfers,2000-01-01,2020-06-01
8,9,Directed,46552,Rigobert Song,"<[1999-12-31, 1999-12-31]>",5399200,4100000,2000,wintertransfers,2000-01-01,2020-06-01
8,9,Directed,46553,Titi Camara,"<[1999-12-31, 1999-12-31]>",4345697,3300000,2000,wintertransfers,2000-01-01,2020-06-01
24,9,Directed,46554,Christian Dailly,"<[1999-12-31, 1999-12-31]>",3713596,2820000,2000,wintertransfers,2000-01-01,2020-06-01
27,9,Directed,46557,Sébastien Schemmel,"<[1999-12-31, 1999-12-31]>",921814,700000,2000,wintertransfers,2000-01-01,2020-06-01
9,14,Directed,46559,Rio Ferdinand,"<[1999-12-31, 1999-12-31]>",34238831,26000000,2000,wintertransfers,2000-01-01,2020-06-01
33,31,Directed,46563,Slavisa Jokanovic,"<[1999-12-31, 1999-12-31]>",2502068,1900000,2000,wintertransfers,2000-01-01,2020-06-01
29,36,Directed,46567,Ugo Ehiogu,"<[1999-12-31, 1999-12-31]>",16065913,12200000,2000,wintertransfers,2000-01-01,2020-06-01
37,36,Directed,46568,Dean Windass,"<[1999-12-31, 1999-12-31]>",2067498,1570000,2000,wintertransfers,2000-01-01,2020-06-01
18,38,Directed,46569,Chris Makin,"<[1999-12-31, 1999-12-31]>",2765444,2100000,2000,wintertransfers,2000-01-01,2020-06-01
36,38,Directed,46570,Alun Armstrong,"<[1999-12-31, 1999-12-31]>",987658,750000,2000,wintertransfers,2000-01-01,2020-06-01
37,15,Directed,46571,Andrew O'Brien,"<[1999-12-31, 1999-12-31]>",3950634,3000000,2000,wintertransfers,2000-01-01,2020-06-01
24,41,Directed,46574,Lee Carsley,"<[1999-12-31, 1999-12-31]>",4938292,3750000,2000,wintertransfers,2000-01-01,2020-06-01
43,42,Directed,46576,Lee Marshall,"<[1999-12-31, 1999-12-31]>",921814,700000,2000,wintertransfers,2000-01-01,2020-06-01
2,42,Directed,46577,Dean Sturridge,"<[1999-12-31, 1999-12-31]>",697945,530000,2000,wintertransfers,2000-01-01,2020-06-01
14,37,Directed,46580,Robert Molenaar,"<[1999-12-31, 1999-12-31]>",895477,680000,2000,wintertransfers,2000-01-01,2020-06-01
47,46,Directed,46582,Juan Esnáider,"<[1999-12-31, 1999-12-31]>",1975317,1500000,2000,wintertransfers,2000-01-01,2020-06-01
74,78,Directed,46597,Torben Hoffmann,"<[1999-12-31, 1999-12-31]>",987658,750000,2000,wintertransfers,2000-01-01,2020-06-01
80,79,Directed,46598,Tomasz Klos,"<[1999-12-31, 1999-12-31]>",1448565,1100000,2000,wintertransfers,2000-01-01,2020-06-01
11,79,Directed,46600,José Dominguez,"<[1999-12-31, 1999-12-31]>",421401,320000,2000,wintertransfers,2000-01-01,2020-06-01
69,84,Directed,46603,Vladimir But,"<[1999-12-31, 1999-12-31]>",658439,500000,2000,wintertransfers,2000-01-01,2020-06-01
78,88,Directed,46607,Martin Cizek,"<[1999-12-31, 1999-12-31]>",1027164,780000,2000,wintertransfers,2000-01-01,2020-06-01
89,88,Directed,46608,Dzoni Novak,"<[1999-12-31, 1999-12-31]>",329219,250000,2000,wintertransfers,2000-01-01,2020-06-01
90,88,Directed,46609,Abdelaziz Ahanfouf,"<[1999-12-31, 1999-12-31]>",164609,125000,2000,wintertransfers,2000-01-01,2020-06-01
93,91,Directed,46611,Thomas Ernst,"<[1999-12-31, 1999-12-31]>",65843,50000,2000,wintertransfers,2000-01-01,2020-06-01
98,94,Directed,46615,Serge Branco,"<[1999-12-31, 1999-12-31]>",329219,250000,2000,wintertransfers,2000-01-01,2020-06-01
110,112,Directed,46626,Dino Baggio,"<[1999-12-31, 1999-12-31]>",9876585,7500000,2000,wintertransfers,2000-01-01,2020-06-01
122,120,Directed,46629,Luca Saudati,"<[1999-12-31, 1999-12-31]>",1975317,1500000,2000,wintertransfers,2000-01-01,2020-06-01
123,120,Directed,46630,Stefano Lombardi,"<[1999-12-31, 1999-12-31]>",1316878,1000000,2000,wintertransfers,2000-01-01,2020-06-01
74,123,Directed,46631,Vratislav Gresko,"<[1999-12-31, 1999-12-31]>",6584390,5000000,2000,wintertransfers,2000-01-01,2020-06-01
48,134,Directed,46637,Jovan Stankovic,"<[1999-12-31, 1999-12-31]>",9033783,6860000,2000,wintertransfers,2000-01-01,2020-06-01
138,137,Directed,46641,Grégory Paisley,"<[1999-12-31, 1999-12-31]>",770373,585000,2000,wintertransfers,2000-01-01,2020-06-01
15,138,Directed,46644,Didier Domi,"<[1999-12-31, 1999-12-31]>",7032129,5340000,2000,wintertransfers,2000-01-01,2020-06-01
156,155,Directed,46652,Sergey Ignashevich,"<[1999-12-31, 1999-12-31]>",1053502,800000,2000,wintertransfers,2000-01-01,2020-06-01
153,155,Directed,46653,Maksim Buznikin,"<[1999-12-31, 1999-12-31]>",658439,500000,2000,wintertransfers,2000-01-01,2020-06-01
166,165,Directed,46661,Oleg Sischin,"<[1999-12-31, 1999-12-31]>",329219,250000,2000,wintertransfers,2000-01-01,2020-06-01
155,170,Directed,46665,Dmitri Bulykin,"<[1999-12-31, 1999-12-31]>",987658,750000,2000,wintertransfers,2000-01-01,2020-06-01
132,0,Directed,46675,Sylvain Wiltord,"<[2000-05-31, 2000-05-31]>",23045367,17500000,2000,sommertransfers,2000-06-01,2020-06-01
5,0,Directed,46676,Francis Jeffers,"<[2000-05-31, 2000-05-31]>",20148235,15300000,2000,sommertransfers,2000-06-01,2020-06-01
48,0,Directed,46677,Laurén,"<[2000-05-31, 2000-05-31]>",14090595,10700000,2000,sommertransfers,2000-06-01,2020-06-01
134,0,Directed,46678,Robert Pirès,"<[2000-05-31, 2000-05-31]>",12905405,9800000,2000,sommertransfers,2000-06-01,2020-06-01
34,2,Directed,46685,Danny Higginbotham,"<[2000-05-31, 2000-05-31]>",3950634,3000000,2000,sommertransfers,2000-06-01,2020-06-01
186,2,Directed,46686,Adam Bolder,"<[2000-05-31, 2000-05-31]>",164609,125000,2000,sommertransfers,2000-06-01,2020-06-01
4,5,Directed,46689,Alex Nyarko,"<[2000-05-31, 2000-05-31]>",8296332,6300000,2000,sommertransfers,2000-06-01,2020-06-01
15,5,Directed,46690,Duncan Ferguson,"<[2000-05-31, 2000-05-31]>",7111141,5400000,2000,sommertransfers,2000-06-01,2020-06-01
15,5,Directed,46691,Alessandro Pistone,"<[2000-05-31, 2000-05-31]>",5925951,4500000,2000,sommertransfers,2000-06-01,2020-06-01
29,5,Directed,46693,Steve Watson,"<[2000-05-31, 2000-05-31]>",4938292,3750000,2000,sommertransfers,2000-06-01,2020-06-01
82,5,Directed,46694,Thomas Gravesen,"<[2000-05-31, 2000-05-31]>",4609073,3500000,2000,sommertransfers,2000-06-01,2020-06-01
0,5,Directed,46695,Stephen Hughes,"<[2000-05-31, 2000-05-31]>",4609073,3500000,2000,sommertransfers,2000-06-01,2020-06-01
36,8,Directed,46700,Christian Ziege,"<[2000-05-31, 2000-05-31]>",11851903,9000000,2000,sommertransfers,2000-06-01,2020-06-01
5,8,Directed,46701,Nick Barmby,"<[2000-05-31, 2000-05-31]>",11851903,9000000,2000,sommertransfers,2000-06-01,2020-06-01
80,8,Directed,46703,Bernard Diomède,"<[2000-05-31, 2000-05-31]>",5925951,4500000,2000,sommertransfers,2000-06-01,2020-06-01
41,8,Directed,46704,Gary McAllister,"<[2000-05-31, 2000-05-31]>",1316878,1000000,2000,sommertransfers,2000-06-01,2020-06-01
148,8,Directed,46705,Grégory Vignal,"<[2000-05-31, 2000-05-31]>",987658,750000,2000,sommertransfers,2000-06-01,2020-06-01
9,13,Directed,46713,Paulo Wanchope,"<[2000-05-31, 2000-05-31]>",7374517,5600000,2000,sommertransfers,2000-06-01,2020-06-01
5,13,Directed,46714,Richard Dunne,"<[2000-05-31, 2000-05-31]>",5925951,4500000,2000,sommertransfers,2000-06-01,2020-06-01
14,13,Directed,46715,Alf-Inge Haaland,"<[2000-05-31, 2000-05-31]>",4938292,3750000,2000,sommertransfers,2000-06-01,2020-06-01
15,13,Directed,46716,Laurent Charvet,"<[2000-05-31, 2000-05-31]>",1975317,1500000,2000,sommertransfers,2000-06-01,2020-06-01
31,18,Directed,46718,Émerson Thome,"<[2000-05-31, 2000-05-31]>",8823083,6700000,2000,sommertransfers,2000-06-01,2020-06-01
5,18,Directed,46720,Don Hutchison,"<[2000-05-31, 2000-05-31]>",4938292,3750000,2000,sommertransfers,2000-06-01,2020-06-01
22,20,Directed,46724,Claus Jensen,"<[2000-05-31, 2000-05-31]>",7901268,6000000,2000,sommertransfers,2000-06-01,2020-06-01
198,20,Directed,46727,Mathias Svensson,"<[2000-05-31, 2000-05-31]>",1185190,900000,2000,sommertransfers,2000-06-01,2020-06-01
147,9,Directed,46730,Frédéric Kanouté,"<[2000-05-31, 2000-05-31]>",7414023,5630000,2000,sommertransfers,2000-06-01,2020-06-01
4,14,Directed,46735,Olivier Dacourt,"<[2000-05-31, 2000-05-31]>",13827220,10500000,2000,sommertransfers,2000-06-01,2020-06-01
8,14,Directed,46737,Dominic Matteo,"<[2000-05-31, 2000-05-31]>",9389341,7130000,2000,sommertransfers,2000-06-01,2020-06-01
207,31,Directed,46743,Jimmy Floyd Hasselbaink,"<[2000-05-31, 2000-05-31]>",29629757,22500000,2000,sommertransfers,2000-06-01,2020-06-01
110,31,Directed,46744,Mario Stanic,"<[2000-05-31, 2000-05-31]>",11061776,8400000,2000,sommertransfers,2000-06-01,2020-06-01
22,31,Directed,46745,Eidur Gudjohnsen,"<[2000-05-31, 2000-05-31]>",9876585,7500000,2000,sommertransfers,2000-06-01,2020-06-01
33,31,Directed,46746,Slavisa Jokanovic,"<[2000-05-31, 2000-05-31]>",2502068,1900000,2000,sommertransfers,2000-06-01,2020-06-01
29,36,Directed,46749,Ugo Ehiogu,"<[2000-05-31, 2000-05-31]>",16065913,12200000,2000,sommertransfers,2000-06-01,2020-06-01
52,36,Directed,46750,Christian Karembeu,"<[2000-05-31, 2000-05-31]>",11522683,8750000,2000,sommertransfers,2000-06-01,2020-06-01
4,36,Directed,46751,Joseph-Désiré Job,"<[2000-05-31, 2000-05-31]>",5925951,4500000,2000,sommertransfers,2000-06-01,2020-06-01
112,36,Directed,46752,Alen Boksic,"<[2000-05-31, 2000-05-31]>",4543229,3450000,2000,sommertransfers,2000-06-01,2020-06-01
41,36,Directed,46753,Noel Whelan,"<[2000-05-31, 2000-05-31]>",3950634,3000000,2000,sommertransfers,2000-06-01,2020-06-01
213,15,Directed,46761,Wayne Quinn,"<[2000-05-31, 2000-05-31]>",1514409,1150000,2000,sommertransfers,2000-06-01,2020-06-01
133,34,Directed,46765,Fabien Barthez,"<[2000-05-31, 2000-05-31]>",15407474,11700000,2000,sommertransfers,2000-06-01,2020-06-01
43,41,Directed,46766,Craig Bellamy,"<[2000-05-31, 2000-05-31]>",12181122,9250000,2000,sommertransfers,2000-06-01,2020-06-01
8,41,Directed,46767,David Thompson,"<[2000-05-31, 2000-05-31]>",5925951,4500000,2000,sommertransfers,2000-06-01,2020-06-01
217,42,Directed,46769,Gary Rowett,"<[2000-05-31, 2000-05-31]>",5925951,4500000,2000,sommertransfers,2000-06-01,2020-06-01
24,42,Directed,46770,Callum Davidson,"<[2000-05-31, 2000-05-31]>",3292195,2500000,2000,sommertransfers,2000-06-01,2020-06-01
14,37,Directed,46775,David Hopkin,"<[2000-05-31, 2000-05-31]>",4938292,3750000,2000,sommertransfers,2000-06-01,2020-06-01
24,37,Directed,46776,Ashley Ward,"<[2000-05-31, 2000-05-31]>",2765444,2100000,2000,sommertransfers,2000-06-01,2020-06-01
0,10,Directed,46780,Marc Overmars,"<[2000-05-31, 2000-05-31]>",52675125,40000000,2000,sommertransfers,2000-06-01,2020-06-01
62,10,Directed,46781,Gerard López,"<[2000-05-31, 2000-05-31]>",28444567,21600000,2000,sommertransfers,2000-06-01,2020-06-01
220,10,Directed,46782,Alfonso,"<[2000-05-31, 2000-05-31]>",21728489,16500000,2000,sommertransfers,2000-06-01,2020-06-01
0,10,Directed,46783,Emmanuel Petit,"<[2000-05-31, 2000-05-31]>",19753171,15000000,2000,sommertransfers,2000-06-01,2020-06-01
61,10,Directed,46784,Richard Dutruel,"<[2000-05-31, 2000-05-31]>",5267512,4000000,2000,sommertransfers,2000-06-01,2020-06-01
10,52,Directed,46791,Luís Figo,"<[2000-05-31, 2000-05-31]>",79012687,60000000,2000,sommertransfers,2000-06-01,2020-06-01
33,52,Directed,46792,Flávio Conceição,"<[2000-05-31, 2000-05-31]>",32921953,25000000,2000,sommertransfers,2000-06-01,2020-06-01
61,52,Directed,46793,Claude Makélélé,"<[2000-05-31, 2000-05-31]>",18436293,14000000,2000,sommertransfers,2000-06-01,2020-06-01
55,52,Directed,46794,Pedro Munitis,"<[2000-05-31, 2000-05-31]>",13827220,10500000,2000,sommertransfers,2000-06-01,2020-06-01
50,52,Directed,46795,César Sánchez,"<[2000-05-31, 2000-05-31]>",8230488,6250000,2000,sommertransfers,2000-06-01,2020-06-01
207,52,Directed,46796,Santiago Solari,"<[2000-05-31, 2000-05-31]>",4609073,3500000,2000,sommertransfers,2000-06-01,2020-06-01
33,53,Directed,46799,Gabriel Schürrer,"<[2000-05-31, 2000-05-31]>",3555570,2700000,2000,sommertransfers,2000-06-01,2020-06-01
140,55,Directed,46804,Mehdi Nafti,"<[2000-05-31, 2000-05-31]>",987658,750000,2000,sommertransfers,2000-06-01,2020-06-01
66,59,Directed,46809,Àngel Morales,"<[2000-05-31, 2000-05-31]>",263375,200000,2000,sommertransfers,2000-06-01,2020-06-01
48,33,Directed,46810,Diego Tristán,"<[2000-05-31, 2000-05-31]>",23374586,17750000,2000,sommertransfers,2000-06-01,2020-06-01
231,33,Directed,46812,Émerson,"<[2000-05-31, 2000-05-31]>",12642030,9600000,2000,sommertransfers,2000-06-01,2020-06-01
207,33,Directed,46813,Joan Capdevila,"<[2000-05-31, 2000-05-31]>",8428020,6400000,2000,sommertransfers,2000-06-01,2020-06-01
207,33,Directed,46814,José Francisco Molina,"<[2000-05-31, 2000-05-31]>",5399200,4100000,2000,sommertransfers,2000-06-01,2020-06-01
55,33,Directed,46816,José Amavisca,"<[2000-05-31, 2000-05-31]>",2502068,1900000,2000,sommertransfers,2000-06-01,2020-06-01
65,61,Directed,46819,Catanha,"<[2000-05-31, 2000-05-31]>",18989382,14420000,2000,sommertransfers,2000-06-01,2020-06-01
235,61,Directed,46820,Yago Yao,"<[2000-05-31, 2000-05-31]>",2370380,1800000,2000,sommertransfers,2000-06-01,2020-06-01
122,62,Directed,46825,Roberto Ayala,"<[2000-05-31, 2000-05-31]>",6584390,5000000,2000,sommertransfers,2000-06-01,2020-06-01
223,62,Directed,46826,Vicente,"<[2000-05-31, 2000-05-31]>",6321015,4800000,2000,sommertransfers,2000-06-01,2020-06-01
31,62,Directed,46827,Didier Deschamps,"<[2000-05-31, 2000-05-31]>",4609073,3500000,2000,sommertransfers,2000-06-01,2020-06-01
51,63,Directed,46829,Sergio Ballesteros,"<[2000-05-31, 2000-05-31]>",5530888,4200000,2000,sommertransfers,2000-06-01,2020-06-01
52,65,Directed,46831,Manuel Canabal,"<[2000-05-31, 2000-05-31]>",3555570,2700000,2000,sommertransfers,2000-06-01,2020-06-01
10,65,Directed,46832,Francesc Arnau,"<[2000-05-31, 2000-05-31]>",2765444,2100000,2000,sommertransfers,2000-06-01,2020-06-01
47,69,Directed,46841,Sunday Oliseh,"<[2000-05-31, 2000-05-31]>",9876585,7500000,2000,sommertransfers,2000-06-01,2020-06-01
118,69,Directed,46842,Jörg Heinrich,"<[2000-05-31, 2000-05-31]>",5399200,4100000,2000,sommertransfers,2000-06-01,2020-06-01
86,74,Directed,46846,Pascal Ojigwe,"<[2000-05-31, 2000-05-31]>",2765444,2100000,2000,sommertransfers,2000-06-01,2020-06-01
104,74,Directed,46847,Andreas Neuendorf,"<[2000-05-31, 2000-05-31]>",987658,750000,2000,sommertransfers,2000-06-01,2020-06-01
133,77,Directed,46848,Willy Sagnol,"<[2000-05-31, 2000-05-31]>",10139961,7700000,2000,sommertransfers,2000-06-01,2020-06-01
79,77,Directed,46849,Ciriaco Sforza,"<[2000-05-31, 2000-05-31]>",3028819,2300000,2000,sommertransfers,2000-06-01,2020-06-01
250,78,Directed,46852,Simon Jentzsch,"<[2000-05-31, 2000-05-31]>",658439,500000,2000,sommertransfers,2000-06-01,2020-06-01
82,79,Directed,46861,Dimitrios Grammozis,"<[2000-05-31, 2000-05-31]>",1185190,900000,2000,sommertransfers,2000-06-01,2020-06-01
256,82,Directed,46864,Marcel Ketelaer,"<[2000-05-31, 2000-05-31]>",3687258,2800000,2000,sommertransfers,2000-06-01,2020-06-01
69,82,Directed,46865,Sergej Barbarez,"<[2000-05-31, 2000-05-31]>",2370380,1800000,2000,sommertransfers,2000-06-01,2020-06-01
257,82,Directed,46867,Carsten Wehlmann,"<[2000-05-31, 2000-05-31]>",526751,400000,2000,sommertransfers,2000-06-01,2020-06-01
265,84,Directed,46876,Sebastian Kehl,"<[2000-05-31, 2000-05-31]>",131687,100000,2000,sommertransfers,2000-06-01,2020-06-01
265,86,Directed,46881,Markus Kreuz,"<[2000-05-31, 2000-05-31]>",1316878,1000000,2000,sommertransfers,2000-06-01,2020-06-01
91,86,Directed,46882,Jens Keller,"<[2000-05-31, 2000-05-31]>",987658,750000,2000,sommertransfers,2000-06-01,2020-06-01
82,86,Directed,46883,Alexander Bade,"<[2000-05-31, 2000-05-31]>",164609,125000,2000,sommertransfers,2000-06-01,2020-06-01
3,88,Directed,46890,Guido Koltermann,"<[2000-05-31, 2000-05-31]>",65843,50000,2000,sommertransfers,2000-06-01,2020-06-01
262,91,Directed,46894,Silvio Meißner,"<[2000-05-31, 2000-05-31]>",1580253,1200000,2000,sommertransfers,2000-06-01,2020-06-01
88,91,Directed,46895,Jochen Seitz,"<[2000-05-31, 2000-05-31]>",329219,250000,2000,sommertransfers,2000-06-01,2020-06-01
82,100,Directed,46907,Fabian Ernst,"<[2000-05-31, 2000-05-31]>",1316878,1000000,2000,sommertransfers,2000-06-01,2020-06-01
262,101,Directed,46908,Jörg Böhme,"<[2000-05-31, 2000-05-31]>",987658,750000,2000,sommertransfers,2000-06-01,2020-06-01
99,101,Directed,46909,Tomasz Hajto,"<[2000-05-31, 2000-05-31]>",987658,750000,2000,sommertransfers,2000-06-01,2020-06-01
283,3,Directed,46916,Sven Müller,"<[2000-05-31, 2000-05-31]>",92181,70000,2000,sommertransfers,2000-06-01,2020-06-01
286,93,Directed,46923,Martin Meichelbeck,"<[2000-05-31, 2000-05-31]>",855970,650000,2000,sommertransfers,2000-06-01,2020-06-01
74,93,Directed,46924,Zoran Mamic,"<[2000-05-31, 2000-05-31]>",658439,500000,2000,sommertransfers,2000-06-01,2020-06-01
90,105,Directed,46940,Ronny Thielemann,"<[2000-05-31, 2000-05-31]>",131687,100000,2000,sommertransfers,2000-06-01,2020-06-01
118,107,Directed,46945,Gabriel Batistuta,"<[2000-05-31, 2000-05-31]>",47605144,36150000,2000,sommertransfers,2000-06-01,2020-06-01
295,107,Directed,46947,Jonathan Zebina,"<[2000-05-31, 2000-05-31]>",24230557,18400000,2000,sommertransfers,2000-06-01,2020-06-01
74,107,Directed,46948,Émerson,"<[2000-05-31, 2000-05-31]>",23703806,18000000,2000,sommertransfers,2000-06-01,2020-06-01
46,110,Directed,46954,Savo Milosevic,"<[2000-05-31, 2000-05-31]>",32921953,25000000,2000,sommertransfers,2000-06-01,2020-06-01
112,110,Directed,46955,Sérgio Conceição,"<[2000-05-31, 2000-05-31]>",22386928,17000000,2000,sommertransfers,2000-06-01,2020-06-01
133,110,Directed,46956,Sabri Lamouchi,"<[2000-05-31, 2000-05-31]>",10337493,7850000,2000,sommertransfers,2000-06-01,2020-06-01
132,110,Directed,46957,Johan Micoud,"<[2000-05-31, 2000-05-31]>",10008273,7600000,2000,sommertransfers,2000-06-01,2020-06-01
295,110,Directed,46958,Patrick M'Boma,"<[2000-05-31, 2000-05-31]>",8032956,6100000,2000,sommertransfers,2000-06-01,2020-06-01
112,110,Directed,46959,Matías Almeyda,"<[2000-05-31, 2000-05-31]>",1843629,1400000,2000,sommertransfers,2000-06-01,2020-06-01
123,113,Directed,46960,Adrian Mutu,"<[2000-05-31, 2000-05-31]>",5267512,4000000,2000,sommertransfers,2000-06-01,2020-06-01
122,113,Directed,46961,Massimo Oddo,"<[2000-05-31, 2000-05-31]>",1316878,1000000,2000,sommertransfers,2000-06-01,2020-06-01
110,112,Directed,46963,Hernán Crespo,"<[2000-05-31, 2000-05-31]>",74811846,56810000,2000,sommertransfers,2000-06-01,2020-06-01
62,112,Directed,46964,Claudio López,"<[2000-05-31, 2000-05-31]>",30288196,23000000,2000,sommertransfers,2000-06-01,2020-06-01
123,112,Directed,46965,Angelo Peruzzi,"<[2000-05-31, 2000-05-31]>",23572118,17900000,2000,sommertransfers,2000-06-01,2020-06-01
129,112,Directed,46966,Stefano Lombardi,"<[2000-05-31, 2000-05-31]>",1646097,1250000,2000,sommertransfers,2000-06-01,2020-06-01
80,117,Directed,46968,Anthony Basso,"<[2000-05-31, 2000-05-31]>",658439,500000,2000,sommertransfers,2000-06-01,2020-06-01
133,47,Directed,46972,David Trézéguet,"<[2000-05-31, 2000-05-31]>",30604247,23240000,2000,sommertransfers,2000-06-01,2020-06-01
142,47,Directed,46974,Vincent Péricard,"<[2000-05-31, 2000-05-31]>",263375,200000,2000,sommertransfers,2000-06-01,2020-06-01
122,120,Directed,46978,Luca Saudati,"<[2000-05-31, 2000-05-31]>",1975317,1500000,2000,sommertransfers,2000-06-01,2020-06-01
295,125,Directed,46985,Luis Oliveira,"<[2000-05-31, 2000-05-31]>",395063,300000,2000,sommertransfers,2000-06-01,2020-06-01
41,123,Directed,46989,Robbie Keane,"<[2000-05-31, 2000-05-31]>",25679123,19500000,2000,sommertransfers,2000-06-01,2020-06-01
62,123,Directed,46990,Francisco Farinós,"<[2000-05-31, 2000-05-31]>",21399269,16250000,2000,sommertransfers,2000-06-01,2020-06-01
126,123,Directed,46991,Bruno Cirillo,"<[2000-05-31, 2000-05-31]>",9876585,7500000,2000,sommertransfers,2000-06-01,2020-06-01
112,123,Directed,46994,Stefano Lombardi,"<[2000-05-31, 2000-05-31]>",987658,750000,2000,sommertransfers,2000-06-01,2020-06-01
113,123,Directed,46995,Cristian Brocchi,"<[2000-05-31, 2000-05-31]>",921814,700000,2000,sommertransfers,2000-06-01,2020-06-01
308,123,Directed,46996,Riccardo Fissore,"<[2000-05-31, 2000-05-31]>",329219,250000,2000,sommertransfers,2000-06-01,2020-06-01
52,122,Directed,47000,Fernando Redondo,"<[2000-05-31, 2000-05-31]>",23045367,17500000,2000,sommertransfers,2000-06-01,2020-06-01
297,122,Directed,47001,Luca Saudati,"<[2000-05-31, 2000-05-31]>",658439,500000,2000,sommertransfers,2000-06-01,2020-06-01
124,129,Directed,47010,David Sesa,"<[2000-05-31, 2000-05-31]>",9547366,7250000,2000,sommertransfers,2000-06-01,2020-06-01
33,132,Directed,47013,Pauleta,"<[2000-05-31, 2000-05-31]>",11983590,9100000,2000,sommertransfers,2000-06-01,2020-06-01
101,132,Directed,47014,Marc Wilmots,"<[2000-05-31, 2000-05-31]>",4609073,3500000,2000,sommertransfers,2000-06-01,2020-06-01
155,132,Directed,47015,Aleksey Smertin,"<[2000-05-31, 2000-05-31]>",3950634,3000000,2000,sommertransfers,2000-06-01,2020-06-01
317,132,Directed,47016,Frédéric Roux,"<[2000-05-31, 2000-05-31]>",605763,460000,2000,sommertransfers,2000-06-01,2020-06-01
137,133,Directed,47017,Shabani Nonda,"<[2000-05-31, 2000-05-31]>",26337562,20000000,2000,sommertransfers,2000-06-01,2020-06-01
134,133,Directed,47018,Stéphane Porato,"<[2000-05-31, 2000-05-31]>",13827220,10500000,2000,sommertransfers,2000-06-01,2020-06-01
301,134,Directed,47022,Bruno N'Gotty,"<[2000-05-31, 2000-05-31]>",1251034,950000,2000,sommertransfers,2000-06-01,2020-06-01
148,137,Directed,47031,Philippe Delaye,"<[2000-05-31, 2000-05-31]>",8559707,6500000,2000,sommertransfers,2000-06-01,2020-06-01
143,137,Directed,47032,Olivier Echouafni,"<[2000-05-31, 2000-05-31]>",1580253,1200000,2000,sommertransfers,2000-06-01,2020-06-01
89,80,Directed,47035,Pierre Deblock,"<[2000-05-31, 2000-05-31]>",3687258,2800000,2000,sommertransfers,2000-06-01,2020-06-01
52,138,Directed,47041,Nicolas Anelka,"<[2000-05-31, 2000-05-31]>",45432295,34500000,2000,sommertransfers,2000-06-01,2020-06-01
134,138,Directed,47042,Stéphane Dalmat,"<[2000-05-31, 2000-05-31]>",14156439,10750000,2000,sommertransfers,2000-06-01,2020-06-01
10,138,Directed,47043,Frédéric Déhu,"<[2000-05-31, 2000-05-31]>",7901268,6000000,2000,sommertransfers,2000-06-01,2020-06-01
326,138,Directed,47044,Bernard Mendy,"<[2000-05-31, 2000-05-31]>",3555570,2700000,2000,sommertransfers,2000-06-01,2020-06-01
317,141,Directed,47048,Demetrius Ferreira,"<[2000-05-31, 2000-05-31]>",1975317,1500000,2000,sommertransfers,2000-06-01,2020-06-01
160,142,Directed,47049,Aleksandr Panov,"<[2000-05-31, 2000-05-31]>",2633756,2000000,2000,sommertransfers,2000-06-01,2020-06-01
168,142,Directed,47050,Maksym Levitsky,"<[2000-05-31, 2000-05-31]>",1119346,850000,2000,sommertransfers,2000-06-01,2020-06-01
139,143,Directed,47052,Danijel Ljuboja,"<[2000-05-31, 2000-05-31]>",3555570,2700000,2000,sommertransfers,2000-06-01,2020-06-01
2,4,Directed,47056,Esteban Fuertes,"<[2000-05-31, 2000-05-31]>",7901268,6000000,2000,sommertransfers,2000-06-01,2020-06-01
146,4,Directed,47057,Antoine Sibierski,"<[2000-05-31, 2000-05-31]>",4740761,3600000,2000,sommertransfers,2000-06-01,2020-06-01
207,4,Directed,47058,Radek Bejbl,"<[2000-05-31, 2000-05-31]>",2370380,1800000,2000,sommertransfers,2000-06-01,2020-06-01
9,147,Directed,47067,Marc-Vivien Foé,"<[2000-05-31, 2000-05-31]>",11851903,9000000,2000,sommertransfers,2000-06-01,2020-06-01
47,147,Directed,47068,Patrick Müller,"<[2000-05-31, 2000-05-31]>",10535025,8000000,2000,sommertransfers,2000-06-01,2020-06-01
2,151,Directed,47075,Mikkel Beck,"<[2000-05-31, 2000-05-31]>",460907,350000,2000,sommertransfers,2000-06-01,2020-06-01
317,152,Directed,47079,Mehdi Méniri,"<[2000-05-31, 2000-05-31]>",1606591,1220000,2000,sommertransfers,2000-06-01,2020-06-01
