source,target,Type,Id,Label,timeset,Weight,weight_not_norm,year,season,start,end
619,207,Directed,49035,Pablo Ibáñez,"<[2004-05-31, 2004-05-31]>",3718478,3000000,2004,sommertransfers,2004-06-01,2020-06-01
48,10,Directed,49039,Samuel Eto'o,"<[2004-05-31, 2004-05-31]>",33466302,27000000,2004,sommertransfers,2004-06-01,2020-06-01
133,10,Directed,49041,Ludovic Giuly,"<[2004-05-31, 2004-05-31]>",10535687,8500000,2004,sommertransfers,2004-06-01,2020-06-01
147,10,Directed,49042,Edmílson,"<[2004-05-31, 2004-05-31]>",9915941,8000000,2004,sommertransfers,2004-06-01,2020-06-01
63,10,Directed,49043,Juliano Belletti,"<[2004-05-31, 2004-05-31]>",7436956,6000000,2004,sommertransfers,2004-06-01,2020-06-01
61,10,Directed,49044,Sylvinho,"<[2004-05-31, 2004-05-31]>",1859239,1500000,2004,sommertransfers,2004-06-01,2020-06-01
56,46,Directed,49047,Agustín Aranzabal,"<[2004-05-31, 2004-05-31]>",991594,800000,2004,sommertransfers,2004-06-01,2020-06-01
61,220,Directed,49051,Edú,"<[2004-05-31, 2004-05-31]>",6817209,5500000,2004,sommertransfers,2004-06-01,2020-06-01
62,220,Directed,49052,Ricardo Oliveira,"<[2004-05-31, 2004-05-31]>",4957970,4000000,2004,sommertransfers,2004-06-01,2020-06-01
146,234,Directed,49060,Ariza Makukula,"<[2004-05-31, 2004-05-31]>",4338224,3500000,2004,sommertransfers,2004-06-01,2020-06-01
50,234,Directed,49061,Fernando Sales,"<[2004-05-31, 2004-05-31]>",1487391,1200000,2004,sommertransfers,2004-06-01,2020-06-01
619,234,Directed,49062,Carlos Aranda,"<[2004-05-31, 2004-05-31]>",898632,725000,2004,sommertransfers,2004-06-01,2020-06-01
107,52,Directed,49065,Wálter Samuel,"<[2004-05-31, 2004-05-31]>",30987317,25000000,2004,sommertransfers,2004-06-01,2020-06-01
15,52,Directed,49066,Jonathan Woodgate,"<[2004-05-31, 2004-05-31]>",22682716,18300000,2004,sommertransfers,2004-06-01,2020-06-01
8,52,Directed,49067,Michael Owen,"<[2004-05-31, 2004-05-31]>",14873912,12000000,2004,sommertransfers,2004-06-01,2020-06-01
123,56,Directed,49072,Jérémie Bréchet,"<[2004-05-31, 2004-05-31]>",1859239,1500000,2004,sommertransfers,2004-06-01,2020-06-01
138,59,Directed,49075,Didier Domi,"<[2004-05-31, 2004-05-31]>",1859239,1500000,2004,sommertransfers,2004-06-01,2020-06-01
33,59,Directed,49076,José Amavisca,"<[2004-05-31, 2004-05-31]>",1239492,1000000,2004,sommertransfers,2004-06-01,2020-06-01
144,59,Directed,49077,Carlos Kameni,"<[2004-05-31, 2004-05-31]>",681720,550000,2004,sommertransfers,2004-06-01,2020-06-01
112,62,Directed,49082,Stefano Fiore,"<[2004-05-31, 2004-05-31]>",21071375,17000000,2004,sommertransfers,2004-06-01,2020-06-01
47,62,Directed,49083,Marco Di Vaio,"<[2004-05-31, 2004-05-31]>",13634419,11000000,2004,sommertransfers,2004-06-01,2020-06-01
112,62,Directed,49084,Bernardo Corradi,"<[2004-05-31, 2004-05-31]>",12394926,10000000,2004,sommertransfers,2004-06-01,2020-06-01
132,62,Directed,49085,Marco Caneira,"<[2004-05-31, 2004-05-31]>",2478985,2000000,2004,sommertransfers,2004-06-01,2020-06-01
34,63,Directed,49088,Diego Forlán,"<[2004-05-31, 2004-05-31]>",3966376,3200000,2004,sommertransfers,2004-06-01,2020-06-01
124,67,Directed,49095,Aldo Osorio,"<[2004-05-31, 2004-05-31]>",619746,500000,2004,sommertransfers,2004-06-01,2020-06-01
151,223,Directed,49103,Vladimir Manchev,"<[2004-05-31, 2004-05-31]>",2726883,2200000,2004,sommertransfers,2004-06-01,2020-06-01
506,223,Directed,49104,Diego Camacho,"<[2004-05-31, 2004-05-31]>",743695,600000,2004,sommertransfers,2004-06-01,2020-06-01
74,77,Directed,49115,Lúcio,"<[2004-05-31, 2004-05-31]>",14873912,12000000,2004,sommertransfers,2004-06-01,2020-06-01
69,77,Directed,49116,Torsten Frings,"<[2004-05-31, 2004-05-31]>",11465307,9250000,2004,sommertransfers,2004-06-01,2020-06-01
78,77,Directed,49117,Andreas Görlitz,"<[2004-05-31, 2004-05-31]>",3098731,2500000,2004,sommertransfers,2004-06-01,2020-06-01
93,77,Directed,49118,Vahid Hashemian,"<[2004-05-31, 2004-05-31]>",2478985,2000000,2004,sommertransfers,2004-06-01,2020-06-01
93,74,Directed,49119,Paul Freier,"<[2004-05-31, 2004-05-31]>",4338224,3500000,2004,sommertransfers,2004-06-01,2020-06-01
91,101,Directed,49123,Marcelo Bordon,"<[2004-05-31, 2004-05-31]>",4957970,4000000,2004,sommertransfers,2004-06-01,2020-06-01
74,93,Directed,49130,Christoph Preuß,"<[2004-05-31, 2004-05-31]>",1239492,1000000,2004,sommertransfers,2004-06-01,2020-06-01
78,82,Directed,49137,Benjamin Lauth,"<[2004-05-31, 2004-05-31]>",5081920,4100000,2004,sommertransfers,2004-06-01,2020-06-01
134,82,Directed,49138,Daniel Van Buyten,"<[2004-05-31, 2004-05-31]>",4710072,3800000,2004,sommertransfers,2004-06-01,2020-06-01
82,256,Directed,49146,Milan Fukal,"<[2004-05-31, 2004-05-31]>",433822,350000,2004,sommertransfers,2004-06-01,2020-06-01
29,90,Directed,49154,Marcus Allbäck,"<[2004-05-31, 2004-05-31]>",247898,200000,2004,sommertransfers,2004-06-01,2020-06-01
104,90,Directed,49155,Denis Lapaczinski,"<[2004-05-31, 2004-05-31]>",185923,150000,2004,sommertransfers,2004-06-01,2020-06-01
74,3,Directed,49176,Thomas Brdaric,"<[2004-05-31, 2004-05-31]>",1239492,1000000,2004,sommertransfers,2004-06-01,2020-06-01
79,3,Directed,49177,Marian Hristov,"<[2004-05-31, 2004-05-31]>",1239492,1000000,2004,sommertransfers,2004-06-01,2020-06-01
78,91,Directed,49179,Martin Stranzl,"<[2004-05-31, 2004-05-31]>",805670,650000,2004,sommertransfers,2004-06-01,2020-06-01
100,570,Directed,49182,Manuel Friedrich,"<[2004-05-31, 2004-05-31]>",1611340,1300000,2004,sommertransfers,2004-06-01,2020-06-01
69,570,Directed,49183,Conor Casey,"<[2004-05-31, 2004-05-31]>",619746,500000,2004,sommertransfers,2004-06-01,2020-06-01
79,100,Directed,49188,Miroslav Klose,"<[2004-05-31, 2004-05-31]>",6197463,5000000,2004,sommertransfers,2004-06-01,2020-06-01
618,100,Directed,49189,Daniel Jensen,"<[2004-05-31, 2004-05-31]>",1239492,1000000,2004,sommertransfers,2004-06-01,2020-06-01
143,100,Directed,49191,Valérien Ismaël,"<[2004-05-31, 2004-05-31]>",929619,750000,2004,sommertransfers,2004-06-01,2020-06-01
123,100,Directed,49192,Ümit Davala,"<[2004-05-31, 2004-05-31]>",619746,500000,2004,sommertransfers,2004-06-01,2020-06-01
84,79,Directed,49195,Jürgen Gjasula,"<[2004-05-31, 2004-05-31]>",61974,50000,2004,sommertransfers,2004-06-01,2020-06-01
93,262,Directed,49205,Delron Buckley,"<[2004-05-31, 2004-05-31]>",309873,250000,2004,sommertransfers,2004-06-01,2020-06-01
112,721,Directed,49216,Jaap Stam,"<[2004-05-31, 2004-05-31]>",13014673,10500000,2004,sommertransfers,2004-06-01,2020-06-01
47,107,Directed,49219,Matteo Brighi,"<[2004-05-31, 2004-05-31]>",19831883,16000000,2004,sommertransfers,2004-06-01,2020-06-01
380,107,Directed,49220,Simone Perrotta,"<[2004-05-31, 2004-05-31]>",8924347,7200000,2004,sommertransfers,2004-06-01,2020-06-01
728,107,Directed,49221,Matteo Ferrari,"<[2004-05-31, 2004-05-31]>",8676448,7000000,2004,sommertransfers,2004-06-01,2020-06-01
80,107,Directed,49222,Philippe Mexès,"<[2004-05-31, 2004-05-31]>",8676448,7000000,2004,sommertransfers,2004-06-01,2020-06-01
134,107,Directed,49223,Mido,"<[2004-05-31, 2004-05-31]>",7436956,6000000,2004,sommertransfers,2004-06-01,2020-06-01
124,107,Directed,49224,Cesare Bovo,"<[2004-05-31, 2004-05-31]>",12394,10000,2004,sommertransfers,2004-06-01,2020-06-01
123,112,Directed,49237,Goran Pandev,"<[2004-05-31, 2004-05-31]>",9915941,8000000,2004,sommertransfers,2004-06-01,2020-06-01
113,112,Directed,49238,Anthony Seric,"<[2004-05-31, 2004-05-31]>",1859239,1500000,2004,sommertransfers,2004-06-01,2020-06-01
297,117,Directed,49242,Antonio Di Natale,"<[2004-05-31, 2004-05-31]>",123949,100000,2004,sommertransfers,2004-06-01,2020-06-01
107,47,Directed,49244,Émerson,"<[2004-05-31, 2004-05-31]>",34705795,28000000,2004,sommertransfers,2004-06-01,2020-06-01
728,47,Directed,49246,Matteo Brighi,"<[2004-05-31, 2004-05-31]>",14254166,11500000,2004,sommertransfers,2004-06-01,2020-06-01
123,47,Directed,49247,Fabio Cannavaro,"<[2004-05-31, 2004-05-31]>",12394926,10000000,2004,sommertransfers,2004-06-01,2020-06-01
721,237,Directed,49253,Vitali Kutuzov,"<[2004-05-31, 2004-05-31]>",1859239,1500000,2004,sommertransfers,2004-06-01,2020-06-01
728,237,Directed,49254,Marcello Castellini,"<[2004-05-31, 2004-05-31]>",991594,800000,2004,sommertransfers,2004-06-01,2020-06-01
728,694,Directed,49256,Simone Barone,"<[2004-05-31, 2004-05-31]>",6197463,5000000,2004,sommertransfers,2004-06-01,2020-06-01
380,694,Directed,49258,Andrea Barzagli,"<[2004-05-31, 2004-05-31]>",1859239,1500000,2004,sommertransfers,2004-06-01,2020-06-01
125,694,Directed,49259,Cristian Zaccardo,"<[2004-05-31, 2004-05-31]>",842855,680000,2004,sommertransfers,2004-06-01,2020-06-01
82,731,Directed,49269,Tomás Ujfalusi,"<[2004-05-31, 2004-05-31]>",9296195,7500000,2004,sommertransfers,2004-06-01,2020-06-01
47,731,Directed,49270,Fabrizio Miccoli,"<[2004-05-31, 2004-05-31]>",8676448,7000000,2004,sommertransfers,2004-06-01,2020-06-01
528,731,Directed,49271,Giorgio Chiellini,"<[2004-05-31, 2004-05-31]>",8056702,6500000,2004,sommertransfers,2004-06-01,2020-06-01
109,731,Directed,49272,Dario Dainelli,"<[2004-05-31, 2004-05-31]>",6817209,5500000,2004,sommertransfers,2004-06-01,2020-06-01
237,528,Directed,49275,Alessandro Grandoni,"<[2004-05-31, 2004-05-31]>",619746,500000,2004,sommertransfers,2004-06-01,2020-06-01
546,295,Directed,49282,Massimo Gobbi,"<[2004-05-31, 2004-05-31]>",867644,700000,2004,sommertransfers,2004-06-01,2020-06-01
139,147,Directed,49289,Pierre-Alain Frau,"<[2004-05-31, 2004-05-31]>",10535687,8500000,2004,sommertransfers,2004-06-01,2020-06-01
151,147,Directed,49290,Éric Abidal,"<[2004-05-31, 2004-05-31]>",10535687,8500000,2004,sommertransfers,2004-06-01,2020-06-01
133,138,Directed,49296,Jérôme Rothen,"<[2004-05-31, 2004-05-31]>",12394926,10000000,2004,sommertransfers,2004-06-01,2020-06-01
146,138,Directed,49297,Mario Yepes,"<[2004-05-31, 2004-05-31]>",12394926,10000000,2004,sommertransfers,2004-06-01,2020-06-01
146,138,Directed,49298,Sylvain Armand,"<[2004-05-31, 2004-05-31]>",6197463,5000000,2004,sommertransfers,2004-06-01,2020-06-01
124,133,Directed,49303,Javier Chevantón,"<[2004-05-31, 2004-05-31]>",12394926,10000000,2004,sommertransfers,2004-06-01,2020-06-01
123,133,Directed,49304,Mohamed Kallon,"<[2004-05-31, 2004-05-31]>",6197463,5000000,2004,sommertransfers,2004-06-01,2020-06-01
321,139,Directed,49314,Romain Pitau,"<[2004-05-31, 2004-05-31]>",1735289,1400000,2004,sommertransfers,2004-06-01,2020-06-01
138,139,Directed,49315,Lionel Potillon,"<[2004-05-31, 2004-05-31]>",1239492,1000000,2004,sommertransfers,2004-06-01,2020-06-01
147,134,Directed,49320,Péguy Luyindula,"<[2004-05-31, 2004-05-31]>",12394926,10000000,2004,sommertransfers,2004-06-01,2020-06-01
132,134,Directed,49321,Eduardo Costa,"<[2004-05-31, 2004-05-31]>",7436956,6000000,2004,sommertransfers,2004-06-01,2020-06-01
139,134,Directed,49322,Benoît Pedretti,"<[2004-05-31, 2004-05-31]>",6197463,5000000,2004,sommertransfers,2004-06-01,2020-06-01
138,134,Directed,49323,Fabrice Fiorèse,"<[2004-05-31, 2004-05-31]>",3718478,3000000,2004,sommertransfers,2004-06-01,2020-06-01
148,134,Directed,49324,Habib Bamogo,"<[2004-05-31, 2004-05-31]>",3718478,3000000,2004,sommertransfers,2004-06-01,2020-06-01
65,134,Directed,49327,Koke,"<[2004-05-31, 2004-05-31]>",867644,700000,2004,sommertransfers,2004-06-01,2020-06-01
147,4,Directed,49332,Éric Carrière,"<[2004-05-31, 2004-05-31]>",3718478,3000000,2004,sommertransfers,2004-06-01,2020-06-01
145,4,Directed,49333,Jérôme Leroy,"<[2004-05-31, 2004-05-31]>",619746,500000,2004,sommertransfers,2004-06-01,2020-06-01
147,321,Directed,49348,Florent Balmont,"<[2004-05-31, 2004-05-31]>",1859239,1500000,2004,sommertransfers,2004-06-01,2020-06-01
146,321,Directed,49350,Marama Vahirua,"<[2004-05-31, 2004-05-31]>",619746,500000,2004,sommertransfers,2004-06-01,2020-06-01
139,143,Directed,49360,Mickaël Pagis,"<[2004-05-31, 2004-05-31]>",619746,500000,2004,sommertransfers,2004-06-01,2020-06-01
4,140,Directed,49383,Daniel Moreira,"<[2004-05-31, 2004-05-31]>",3098731,2500000,2004,sommertransfers,2004-06-01,2020-06-01
176,166,Directed,49408,Serghei Dadu,"<[2004-05-31, 2004-05-31]>",619746,500000,2004,sommertransfers,2004-06-01,2020-06-01
126,153,Directed,49411,Martin Jiranek,"<[2004-05-31, 2004-05-31]>",4090325,3300000,2004,sommertransfers,2004-06-01,2020-06-01
107,155,Directed,49414,Francisco Lima,"<[2004-05-31, 2004-05-31]>",7065108,5700000,2004,sommertransfers,2004-06-01,2020-06-01
168,170,Directed,49425,Maksym Levitsky,"<[2004-05-31, 2004-05-31]>",495797,400000,2004,sommertransfers,2004-06-01,2020-06-01
170,344,Directed,49427,Andrey Dyatel,"<[2004-05-31, 2004-05-31]>",80567,65000,2004,sommertransfers,2004-06-01,2020-06-01
532,156,Directed,49435,Matthew Booth,"<[2004-05-31, 2004-05-31]>",991594,800000,2004,sommertransfers,2004-06-01,2020-06-01
532,757,Directed,49440,Roman Adamov,"<[2004-05-31, 2004-05-31]>",433822,350000,2004,sommertransfers,2004-06-01,2020-06-01
744,757,Directed,49441,Narvik Sirkhaev,"<[2004-05-31, 2004-05-31]>",402835,325000,2004,sommertransfers,2004-06-01,2020-06-01
12,0,Directed,49443,Theo Walcott,"<[2004-12-31, 2004-12-31]>",12816414,10500000,2005,wintertransfers,2005-01-01,2020-06-01
133,0,Directed,49444,Emmanuel Adebayor,"<[2004-12-31, 2004-12-31]>",12206109,10000000,2005,wintertransfers,2005-01-01,2020-06-01
80,0,Directed,49445,Abou Diaby,"<[2004-12-31, 2004-12-31]>",3661832,3000000,2005,wintertransfers,2005-01-01,2020-06-01
153,34,Directed,49447,Nemanja Vidic‎,"<[2004-12-31, 2004-12-31]>",12816414,10500000,2005,wintertransfers,2005-01-01,2020-06-01
133,34,Directed,49448,Patrice Evra,"<[2004-12-31, 2004-12-31]>",9764887,8000000,2005,wintertransfers,2005-01-01,2020-06-01
12,13,Directed,49455,Matt Mills,"<[2004-12-31, 2004-12-31]>",457729,375000,2005,wintertransfers,2005-01-01,2020-06-01
20,11,Directed,49457,Danny Murphy,"<[2004-12-31, 2004-12-31]>",3918161,3210000,2005,wintertransfers,2005-01-01,2020-06-01
5,20,Directed,49459,Marcus Bent,"<[2004-12-31, 2004-12-31]>",3661832,3000000,2005,wintertransfers,2005-01-01,2020-06-01
11,361,Directed,49463,Michael Brown,"<[2004-12-31, 2004-12-31]>",2807405,2300000,2005,wintertransfers,2005-01-01,2020-06-01
12,361,Directed,49464,Antti Niemi,"<[2004-12-31, 2004-12-31]>",1830916,1500000,2005,wintertransfers,2005-01-01,2020-06-01
29,15,Directed,49466,Nolberto Solano,"<[2004-12-31, 2004-12-31]>",2746374,2250000,2005,wintertransfers,2005-01-01,2020-06-01
0,24,Directed,49467,David Bentley,"<[2004-12-31, 2004-12-31]>",2136069,1750000,2005,wintertransfers,2005-01-01,2020-06-01
80,356,Directed,49468,Benjani,"<[2004-12-31, 2004-12-31]>",7323665,6000000,2005,wintertransfers,2005-01-01,2020-06-01
20,356,Directed,49469,Dean Kiely,"<[2004-12-31, 2004-12-31]>",305152,250000,2005,wintertransfers,2005-01-01,2020-06-01
12,503,Directed,49471,Nigel Quashie,"<[2004-12-31, 2004-12-31]>",2197099,1800000,2005,wintertransfers,2005-01-01,2020-06-01
43,9,Directed,49476,Dean Ashton,"<[2004-12-31, 2004-12-31]>",13292453,10890000,2005,wintertransfers,2005-01-01,2020-06-01
107,52,Directed,49482,Antonio Cassano,"<[2004-12-31, 2004-12-31]>",6713360,5500000,2005,wintertransfers,2005-01-01,2020-06-01
50,54,Directed,49484,Aritz Aduriz,"<[2004-12-31, 2004-12-31]>",3661832,3000000,2005,wintertransfers,2005-01-01,2020-06-01
217,59,Directed,49489,Wálter Pandiani,"<[2004-12-31, 2004-12-31]>",1830916,1500000,2005,wintertransfers,2005-01-01,2020-06-01
207,33,Directed,49491,Javier Arizmendi,"<[2004-12-31, 2004-12-31]>",2441221,2000000,2005,wintertransfers,2005-01-01,2020-06-01
250,262,Directed,49509,Ioannis Masmanidis,"<[2004-12-31, 2004-12-31]>",915458,750000,2005,wintertransfers,2005-01-01,2020-06-01
88,99,Directed,49514,Necat Aygün,"<[2004-12-31, 2004-12-31]>",854427,700000,2005,wintertransfers,2005-01-01,2020-06-01
109,694,Directed,49520,Federico Agliardi,"<[2004-12-31, 2004-12-31]>",4882443,4000000,2005,wintertransfers,2005-01-01,2020-06-01
5,731,Directed,49522,Per Kröldrup,"<[2004-12-31, 2004-12-31]>",4882443,4000000,2005,wintertransfers,2005-01-01,2020-06-01
380,137,Directed,49531,John Mensah,"<[2004-12-31, 2004-12-31]>",1464733,1200000,2005,wintertransfers,2005-01-01,2020-06-01
133,137,Directed,49532,Olivier Sorlin,"<[2004-12-31, 2004-12-31]>",1220610,1000000,2005,wintertransfers,2005-01-01,2020-06-01
143,134,Directed,49533,Mickaël Pagis,"<[2004-12-31, 2004-12-31]>",1220610,1000000,2005,wintertransfers,2005-01-01,2020-06-01
91,153,Directed,49549,Martin Stranzl,"<[2004-12-31, 2004-12-31]>",5492749,4500000,2005,wintertransfers,2005-01-01,2020-06-01
0,153,Directed,49550,Quincy Owusu-Abeyie,"<[2004-12-31, 2004-12-31]>",3051527,2500000,2005,wintertransfers,2005-01-01,2020-06-01
162,155,Directed,49551,Emir Spahic,"<[2004-12-31, 2004-12-31]>",3661832,3000000,2005,wintertransfers,2005-01-01,2020-06-01
155,521,Directed,49559,Mikhail Ashvetia,"<[2004-12-31, 2004-12-31]>",549274,450000,2005,wintertransfers,2005-01-01,2020-06-01
165,521,Directed,49561,Roman Shirokov,"<[2004-12-31, 2004-12-31]>",183091,150000,2005,wintertransfers,2005-01-01,2020-06-01
138,744,Directed,49566,Sergey Semak,"<[2004-12-31, 2004-12-31]>",3661832,3000000,2005,wintertransfers,2005-01-01,2020-06-01
757,744,Directed,49567,Roman Adamov,"<[2004-12-31, 2004-12-31]>",610305,500000,2005,wintertransfers,2005-01-01,2020-06-01
521,744,Directed,49568,Tomas Cizek,"<[2004-12-31, 2004-12-31]>",610305,500000,2005,wintertransfers,2005-01-01,2020-06-01
846,162,Directed,49573,Aleksandr Danishevski,"<[2004-12-31, 2004-12-31]>",1220610,1000000,2005,wintertransfers,2005-01-01,2020-06-01
608,162,Directed,49574,Ljubomir Kantonistov,"<[2004-12-31, 2004-12-31]>",610305,500000,2005,wintertransfers,2005-01-01,2020-06-01
846,162,Directed,49575,Andrey Perov,"<[2004-12-31, 2004-12-31]>",610305,500000,2005,wintertransfers,2005-01-01,2020-06-01
162,170,Directed,49578,Igor Semshov,"<[2004-12-31, 2004-12-31]>",5492749,4500000,2005,wintertransfers,2005-01-01,2020-06-01
31,170,Directed,49581,Aleksey Smertin,"<[2004-12-31, 2004-12-31]>",1830916,1500000,2005,wintertransfers,2005-01-01,2020-06-01
153,745,Directed,49591,Pavel Pogrebnyak,"<[2004-12-31, 2004-12-31]>",2441221,2000000,2005,wintertransfers,2005-01-01,2020-06-01
846,745,Directed,49592,Andrey Proshin,"<[2004-12-31, 2004-12-31]>",671336,550000,2005,wintertransfers,2005-01-01,2020-06-01
155,745,Directed,49594,Aleksey Bugaev,"<[2004-12-31, 2004-12-31]>",610305,500000,2005,wintertransfers,2005-01-01,2020-06-01
124,165,Directed,49597,Aleksey Eremenko Jr.,"<[2004-12-31, 2004-12-31]>",1830916,1500000,2005,wintertransfers,2005-01-01,2020-06-01
846,165,Directed,49598,Ruslan Nakhushev,"<[2004-12-31, 2004-12-31]>",915458,750000,2005,wintertransfers,2005-01-01,2020-06-01
846,646,Directed,49606,Evgeni Savin,"<[2004-12-31, 2004-12-31]>",610305,500000,2005,wintertransfers,2005-01-01,2020-06-01
846,646,Directed,49607,Vitali Grishin,"<[2004-12-31, 2004-12-31]>",549274,450000,2005,wintertransfers,2005-01-01,2020-06-01
155,532,Directed,49608,Maksim Buznikin,"<[2004-12-31, 2004-12-31]>",488244,400000,2005,wintertransfers,2005-01-01,2020-06-01
344,156,Directed,49611,Krzysztof Lagiewka,"<[2004-12-31, 2004-12-31]>",488244,400000,2005,wintertransfers,2005-01-01,2020-06-01
344,156,Directed,49612,Serge Branco,"<[2004-12-31, 2004-12-31]>",427213,350000,2005,wintertransfers,2005-01-01,2020-06-01
165,156,Directed,49613,Aleksey Medvedev,"<[2004-12-31, 2004-12-31]>",183091,150000,2005,wintertransfers,2005-01-01,2020-06-01
147,31,Directed,49619,Michael Essien,"<[2005-05-31, 2005-05-31]>",46383216,38000000,2005,sommertransfers,2005-06-01,2020-06-01
13,31,Directed,49620,Shaun Wright-Phillips,"<[2005-05-31, 2005-05-31]>",38449244,31500000,2005,sommertransfers,2005-06-01,2020-06-01
54,31,Directed,49621,Asier del Horno,"<[2005-05-31, 2005-05-31]>",14647331,12000000,2005,sommertransfers,2005-06-01,2020-06-01
144,31,Directed,49622,Lassana Diarra,"<[2005-05-31, 2005-05-31]>",5492749,4500000,2005,sommertransfers,2005-06-01,2020-06-01
91,0,Directed,49623,Aleksandr Hleb,"<[2005-05-31, 2005-05-31]>",18309164,15000000,2005,sommertransfers,2005-06-01,2020-06-01
141,0,Directed,49624,Alex Song,"<[2005-05-31, 2005-05-31]>",4882443,4000000,2005,sommertransfers,2005-06-01,2020-06-01
361,34,Directed,49628,Edwin van der Sar,"<[2005-05-31, 2005-05-31]>",4882443,4000000,2005,sommertransfers,2005-06-01,2020-06-01
681,34,Directed,49629,Ben Foster,"<[2005-05-31, 2005-05-31]>",2441221,2000000,2005,sommertransfers,2005-06-01,2020-06-01
123,5,Directed,49630,Andy van der Meyde,"<[2005-05-31, 2005-05-31]>",10985498,9000000,2005,sommertransfers,2005-06-01,2020-06-01
117,5,Directed,49631,Per Kröldrup,"<[2005-05-31, 2005-05-31]>",8300154,6800000,2005,sommertransfers,2005-06-01,2020-06-01
34,5,Directed,49632,Phil Neville,"<[2005-05-31, 2005-05-31]>",6469238,5300000,2005,sommertransfers,2005-06-01,2020-06-01
11,5,Directed,49633,Simon Davies,"<[2005-05-31, 2005-05-31]>",6408207,5250000,2005,sommertransfers,2005-06-01,2020-06-01
56,5,Directed,49634,Mikel Arteta,"<[2005-05-31, 2005-05-31]>",3417710,2800000,2005,sommertransfers,2005-06-01,2020-06-01
62,8,Directed,49638,Mohamed Sissoko,"<[2005-05-31, 2005-05-31]>",14647331,12000000,2005,sommertransfers,2005-06-01,2020-06-01
12,8,Directed,49639,Peter Crouch,"<[2005-05-31, 2005-05-31]>",12816414,10500000,2005,sommertransfers,2005-06-01,2020-06-01
63,8,Directed,49640,Pepe Reina,"<[2005-05-31, 2005-05-31]>",11961987,9800000,2005,sommertransfers,2005-06-01,2020-06-01
619,8,Directed,49641,Mark González,"<[2005-05-31, 2005-05-31]>",3051527,2500000,2005,sommertransfers,2005-06-01,2020-06-01
8,22,Directed,49648,El-Hadji Diouf,"<[2005-05-31, 2005-05-31]>",5858932,4800000,2005,sommertransfers,2005-06-01,2020-06-01
356,36,Directed,49653,Yakubu Aiyegbeni,"<[2005-05-31, 2005-05-31]>",11900956,9750000,2005,sommertransfers,2005-06-01,2020-06-01
74,36,Directed,49654,Emanuel Pogatetz,"<[2005-05-31, 2005-05-31]>",3307855,2710000,2005,sommertransfers,2005-06-01,2020-06-01
10,36,Directed,49655,Fábio Rochemback,"<[2005-05-31, 2005-05-31]>",1830916,1500000,2005,sommertransfers,2005-06-01,2020-06-01
29,13,Directed,49657,Darius Vassell,"<[2005-05-31, 2005-05-31]>",4394199,3600000,2005,sommertransfers,2005-06-01,2020-06-01
15,11,Directed,49659,Jermaine Jenas,"<[2005-05-31, 2005-05-31]>",18309164,15000000,2005,sommertransfers,2005-06-01,2020-06-01
2,11,Directed,49660,Tom Huddlestone,"<[2005-05-31, 2005-05-31]>",5736871,4700000,2005,sommertransfers,2005-06-01,2020-06-01
2,11,Directed,49661,Grzegorz Rasiak,"<[2005-05-31, 2005-05-31]>",4272138,3500000,2005,sommertransfers,2005-06-01,2020-06-01
198,11,Directed,49662,Wayne Routledge,"<[2005-05-31, 2005-05-31]>",3661832,3000000,2005,sommertransfers,2005-06-01,2020-06-01
14,11,Directed,49664,Aaron Lennon,"<[2005-05-31, 2005-05-31]>",1464733,1200000,2005,sommertransfers,2005-06-01,2020-06-01
8,29,Directed,49669,Milan Baros,"<[2005-05-31, 2005-05-31]>",10790200,8840000,2005,sommertransfers,2005-06-01,2020-06-01
15,29,Directed,49671,Aaron Hughes,"<[2005-05-31, 2005-05-31]>",1830916,1500000,2005,sommertransfers,2005-06-01,2020-06-01
12,29,Directed,49672,Kevin Phillips,"<[2005-05-31, 2005-05-31]>",1830916,1500000,2005,sommertransfers,2005-06-01,2020-06-01
38,20,Directed,49675,Darren Bent,"<[2005-05-31, 2005-05-31]>",5492749,4500000,2005,sommertransfers,2005-06-01,2020-06-01
15,20,Directed,49676,Darren Ambrose,"<[2005-05-31, 2005-05-31]>",1952977,1600000,2005,sommertransfers,2005-06-01,2020-06-01
31,217,Directed,49683,Mikael Forssell,"<[2005-05-31, 2005-05-31]>",5492749,4500000,2005,sommertransfers,2005-06-01,2020-06-01
55,217,Directed,49684,Mehdi Nafti,"<[2005-05-31, 2005-05-31]>",1830916,1500000,2005,sommertransfers,2005-06-01,2020-06-01
0,217,Directed,49685,Jermaine Pennant,"<[2005-05-31, 2005-05-31]>",915458,750000,2005,sommertransfers,2005-06-01,2020-06-01
501,361,Directed,49687,Heidar Helguson,"<[2005-05-31, 2005-05-31]>",2441221,2000000,2005,sommertransfers,2005-06-01,2020-06-01
69,361,Directed,49688,Niclas Jensen,"<[2005-05-31, 2005-05-31]>",915458,750000,2005,sommertransfers,2005-06-01,2020-06-01
52,15,Directed,49693,Michael Owen,"<[2005-05-31, 2005-05-31]>",30515273,25000000,2005,sommertransfers,2005-06-01,2020-06-01
33,15,Directed,49694,Albert Luque,"<[2005-05-31, 2005-05-31]>",24412218,20000000,2005,sommertransfers,2005-06-01,2020-06-01
31,15,Directed,49695,Scott Parker,"<[2005-05-31, 2005-05-31]>",11595804,9500000,2005,sommertransfers,2005-06-01,2020-06-01
