id,Label,timeset,group,country,year,season,start,end,lat,lng,notes,indegree,outdegree,Degree,weighted indegree,weighted outdegree,Weighted Degree,Eccentricity,closnesscentrality,harmonicclosnesscentrality,betweenesscentrality,Authority,Hub,modularity_class,pageranks,componentnumber,strongcompnum,clustering,eigencentrality,triangles
174,Rostselmash Rostov,,premier-liga,Russia,2000,wintertransfers,2000-01-01,2020-06-01,0,0,,1,1,2,25825,968446,994271,5,0.307906,0.321772,4.165307,0.000045,0.000109,5,0.001041,0,66,0,0.002243,0
176,Spartak Vladikavkaz,,premier-liga,Russia,2000,wintertransfers,2000-01-01,2020-06-01,0,0,,5,7,12,4871783,5087103,9958886,5,0.343701,0.370739,9.046449,0.001051,0.002162,5,0.001132,0,1,0.666667,0.020124,24
179,Anzhi Makhachkala,,premier-liga,Russia,2000,wintertransfers,2000-01-01,2020-06-01,0,0,,14,27,41,98542415,210124965,308667380,4,0.410781,0.453997,342.310709,0.005701,0.014062,5,0.001942,0,1,0.347368,0.0875,66
180,Torpedo-ZiL Moskau,,premier-liga,Russia,2000,wintertransfers,2000-01-01,2020-06-01,0,0,,2,2,4,447419,154950,602369,5,0.307371,0.320965,0.743928,0.000889,0.000219,5,0.000706,0,1,0,0.007046,0
181,Fakel Voronezh,,premier-liga,Russia,2000,wintertransfers,2000-01-01,2020-06-01,0,0,,0,1,1,0,83931,83931,7,0.208914,0.216413,0,0,0,5,0.001633,0,75,0,0.000152,0
185,Nîmes Olympique,,ligue-1,France,2000,sommertransfers,2000-06-01,2020-06-01,0,0,,5,9,14,8495538,23753213,32248751,4,0.378425,0.408371,25.948095,0.008888,0.004922,4,0.000991,0,1,0.444444,0.043938,20
186,Hull City,,premier-league,England,2000,sommertransfers,2000-06-01,2020-06-01,0,0,,27,18,45,136736817,162864722,299601539,4,0.377778,0.418552,122.460424,0.028929,0.017474,0,0.001714,0,1,0.427586,0.184448,186
198,Crystal Palace,,premier-league,England,2000,sommertransfers,2000-06-01,2020-06-01,0,0,,31,20,51,221872429,162155802,384028231,4,0.409259,0.449095,347.027676,0.034891,0.022242,0,0.001607,0,1,0.433468,0.218444,215
207,Atlético Madrid,,laliga,Spain,2000,sommertransfers,2000-06-01,2020-06-01,0,0,,62,55,117,818721845,944992871,1763714716,4,0.497748,0.558069,1117.408742,0.081048,0.090532,1,0.002483,0,1,0.323935,0.464467,517
213,Sheffield United,,premier-league,England,2000,sommertransfers,2000-06-01,2020-06-01,0,0,,9,18,27,48753845,65827406,114581251,5,0.382353,0.422097,37.386258,0.005787,0.02047,0,0.001136,0,1,0.551471,0.106793,75
217,Birmingham City,,premier-league,England,2000,sommertransfers,2000-06-01,2020-06-01,0,0,,30,26,56,133514528,149405577,282920105,4,0.405505,0.451357,143.342378,0.039059,0.022561,0,0.001666,0,1,0.443697,0.237855,264
220,Real Betis Balompié,,laliga,Spain,2000,sommertransfers,2000-06-01,2020-06-01,0,0,,39,25,64,228522462,219651793,448174255,4,0.443775,0.492459,407.666494,0.048992,0.041671,1,0.002059,0,1,0.326829,0.231342,268
223,Levante UD,,laliga,Spain,2000,sommertransfers,2000-06-01,2020-06-01,0,0,,29,22,51,35858860,96291262,132150122,4,0.416981,0.461916,639.536358,0.020437,0.020173,1,0.002646,0,1,0.210084,0.135109,125
224,CD Leganés,,laliga,Spain,2000,sommertransfers,2000-06-01,2020-06-01,0,0,,11,5,16,27140987,53676371,80817358,4,0.365894,0.392534,17.648967,0.021342,0.005691,1,0.00096,0,1,0.409091,0.078752,27
231,CD Tenerife,,laliga,Spain,2000,sommertransfers,2000-06-01,2020-06-01,0,0,,0,6,6,0,35580346,35580346,4,0.382759,0.412538,0,0,0.007278,1,0.000798,0,117,0.666667,0.029542,10
234,Sevilla FC,,laliga,Spain,2000,sommertransfers,2000-06-01,2020-06-01,0,0,,73,58,131,535377461,752782935,1288160396,4,0.490022,0.547888,1482.672248,0.103899,0.120636,1,0.003208,0,1,0.270641,0.575121,731
235,Sporting Gijón,,laliga,Spain,2000,sommertransfers,2000-06-01,2020-06-01,0,0,,6,14,20,2770769,42797885,45568654,4,0.420952,0.460784,75.695268,0.004589,0.017033,1,0.001299,0,1,0.320261,0.076214,49
237,UC Sampdoria,,serie-a,Italy,2000,sommertransfers,2000-06-01,2020-06-01,0,0,,78,54,132,334357828,412614389,746972217,4,0.464286,0.524133,850.433021,0.207132,0.139563,3,0.002312,0,1,0.330317,0.621038,438
250,Karlsruher SC,,1-bundesliga,Germany,2000,sommertransfers,2000-06-01,2020-06-01,0,0,,4,17,21,2430680,25448053,27878733,5,0.383016,0.423228,7.816931,0.002509,0.011585,2,0.001037,0,1,0.802198,0.06952,73
252,SC Paderborn 07,,1-bundesliga,Germany,2000,sommertransfers,2000-06-01,2020-06-01,0,0,,5,7,12,1787261,6484060,8271321,4,0.356452,0.383484,57.397546,0.002005,0.00356,2,0.00108,0,1,0.345455,0.030365,19
256,Borussia Mönchengladbach,,1-bundesliga,Germany,2000,sommertransfers,2000-06-01,2020-06-01,0,0,,32,22,54,178943085,223890032,402833117,4,0.413858,0.455882,257.22909,0.031435,0.025334,2,0.001588,0,1,0.356989,0.198636,166
257,FC St. Pauli,,1-bundesliga,Germany,2000,sommertransfers,2000-06-01,2020-06-01,0,0,,2,7,9,2137036,6696179,8833215,4,0.364686,0.393665,9.236817,0.000596,0.004257,2,0.00101,0,1,0.361111,0.023443,13
262,Arminia Bielefeld,,1-bundesliga,Germany,2000,sommertransfers,2000-06-01,2020-06-01,0,0,,11,13,24,7654098,19864565,27518663,4,0.390459,0.423077,32.289427,0.003895,0.012637,2,0.001359,0,1,0.575163,0.074612,88
265,Hannover 96,,1-bundesliga,Germany,2000,sommertransfers,2000-06-01,2020-06-01,0,0,,39,25,64,95393535,89555933,184949468,4,0.435039,0.480392,663.973611,0.028591,0.023557,2,0.002178,0,1,0.335366,0.201271,275
271,FC Ingolstadt 04,,1-bundesliga,Germany,2000,sommertransfers,2000-06-01,2020-06-01,0,0,,4,12,16,7343552,31014300,38357852,4,0.372054,0.403469,18.489673,0.004233,0.008377,2,0.000993,0,1,0.418182,0.056874,23
275,1.FC Nuremberg,,1-bundesliga,Germany,2000,sommertransfers,2000-06-01,2020-06-01,0,0,,11,33,44,12116896,97559520,109676416,4,0.432485,0.47813,118.274508,0.01385,0.02537,2,0.001337,0,1,0.450593,0.154805,114
283,FC Augsburg,,1-bundesliga,Germany,2000,sommertransfers,2000-06-01,2020-06-01,0,0,,27,15,42,61358147,57926049,119284196,4,0.405505,0.446078,376.650412,0.021553,0.015036,2,0.00161,0,1,0.494709,0.146453,187
286,SpVgg Greuther Fürth,,1-bundesliga,Germany,2000,sommertransfers,2000-06-01,2020-06-01,0,0,,3,20,23,1083835,25669700,26753535,4,0.380379,0.417421,10.390478,0.003046,0.01471,2,0.000991,0,1,0.820513,0.079548,64
295,Cagliari Calcio,,serie-a,Italy,2000,sommertransfers,2000-06-01,2020-06-01,0,0,,38,29,67,111291448,142050173,253341621,5,0.413858,0.463575,166.060403,0.10759,0.091345,3,0.001818,0,1,0.47395,0.380029,282
297,FC Empoli,,serie-a,Italy,2000,sommertransfers,2000-06-01,2020-06-01,0,0,,13,38,51,24711153,208166055,232877208,5,0.428295,0.479035,93.496009,0.043178,0.121076,3,0.001384,0,1,0.482213,0.27914,122
301,AC Venezia 1907,,serie-a,Italy,2000,sommertransfers,2000-06-01,2020-06-01,0,0,,2,4,6,8393198,4641074,13034272,4,0.377778,0.403469,7.071343,0.003267,0.008405,1,0.000888,0,1,0.266667,0.034431,4
308,Torino Calcio,,serie-a,Italy,2000,sommertransfers,2000-06-01,2020-06-01,0,0,,4,1,5,11136348,329219,11465567,5,0.324047,0.34095,0.835967,0.007192,0.00349,3,0.000797,0,1,0.5,0.018923,3
317,AS Nancy-Lorraine,,ligue-1,France,2000,sommertransfers,2000-06-01,2020-06-01,0,0,,17,24,41,29197198,65906936,95104134,4,0.433333,0.476244,267.671097,0.013542,0.025884,4,0.001807,0,1,0.344729,0.136233,121
321,OGC Nice,,ligue-1,France,2000,sommertransfers,2000-06-01,2020-06-01,0,0,,45,39,84,134602457,247976865,382579322,4,0.466245,0.523379,613.229422,0.051926,0.052038,4,0.002055,0,1,0.344609,0.330978,326
325,AC Ajaccio,,ligue-1,France,2000,sommertransfers,2000-06-01,2020-06-01,0,0,,2,3,5,831426,4742986,5574412,5,0.348031,0.370965,0.764582,0.001948,0.001217,4,0.000785,0,1,0.7,0.018927,7
326,SM Caen,,ligue-1,France,2000,sommertransfers,2000-06-01,2020-06-01,0,0,,18,24,42,31692874,76863804,108556678,4,0.442886,0.488311,202.364046,0.0135,0.028936,4,0.001589,0,1,0.381766,0.138239,134
334,Le Mans Union Club 72,,ligue-1,France,2000,sommertransfers,2000-06-01,2020-06-01,0,0,,5,13,18,10228609,61994093,72222702,4,0.423372,0.458899,80.950931,0.007479,0.018445,4,0.001021,0,1,0.52381,0.098181,55
344,Shinnik Yaroslavl,,premier-liga,Russia,2000,sommertransfers,2000-06-01,2020-06-01,0,0,,6,10,16,1929823,5823671,7753494,5,0.332331,0.361538,287.522266,0.002035,0.00295,5,0.001243,0,1,0.466667,0.031391,21
356,Portsmouth FC,,premier-league,England,2001,wintertransfers,2001-01-01,2020-06-01,0,0,,26,24,50,122709965,182771737,305481702,4,0.435897,0.480392,81.370623,0.040209,0.040927,0,0.001313,0,1,0.494709,0.255575,187
360,FC Lorient,,ligue-1,France,2001,wintertransfers,2001-01-01,2020-06-01,0,0,,27,27,54,53880457,166062677,219943134,4,0.429961,0.473228,161.878509,0.025596,0.031843,4,0.00177,0,1,0.432258,0.195856,201
361,Fulham FC,,premier-league,England,2001,wintertransfers,2001-01-01,2020-06-01,0,0,,52,31,83,316767809,187993928,504761737,4,0.429126,0.47813,415.236697,0.078182,0.036186,0,0.001949,0,1,0.36715,0.39819,380
379,Piacenza FC,,serie-a,Italy,2001,wintertransfers,2001-01-01,2020-06-01,0,0,,3,14,17,5268345,40249552,45517897,5,0.404022,0.44359,10.257427,0.004202,0.039322,3,0.000928,0,1,0.659341,0.109792,60
380,Chievo Verona,,serie-a,Italy,2001,wintertransfers,2001-01-01,2020-06-01,0,0,,44,37,81,60584260,143140748,203725008,4,0.432485,0.480015,207.895167,0.100522,0.126837,3,0.00186,0,1,0.422475,0.380477,297
400,Uralan Elista,,premier-liga,Russia,2001,wintertransfers,2001-01-01,2020-06-01,0,0,,0,1,1,0,1890209,1890209,5,0.267148,0.28033,0,0,0.000111,5,0.000643,0,263,0,0.001288,0
411,Queens Park Rangers,,premier-league,England,2001,sommertransfers,2001-06-01,2020-06-01,0,0,,21,14,35,126133326,82186755,208320081,5,0.393939,0.436425,152.294818,0.026537,0.01172,0,0.001478,0,1,0.45584,0.15207,160
424,Wigan Athletic,,premier-league,England,2001,sommertransfers,2001-06-01,2020-06-01,0,0,,28,24,52,115926851,167700731,283627582,4,0.411546,0.455882,141.736661,0.022113,0.029788,0,0.001587,0,1,0.448276,0.200483,195
431,Cádiz CF,,laliga,Spain,2001,sommertransfers,2001-06-01,2020-06-01,0,0,,0,4,4,0,11886082,11886082,5,0.339969,0.365165,0,0,0.00218,1,0.000806,0,53,0.666667,0.011044,4
445,Alemannia Aachen,,1-bundesliga,Germany,2001,sommertransfers,2001-06-01,2020-06-01,0,0,,1,8,9,1081490,11185154,12266644,5,0.372054,0.402112,1.029056,0.000418,0.006075,2,0.000914,0,1,0.5,0.029498,14
462,Ancona Calcio,,serie-a,Italy,2001,sommertransfers,2001-06-01,2020-06-01,0,0,,0,1,1,0,1000727,1000727,5,0.290196,0.303904,0,0,0.001017,3,0.000629,0,321,0,0.002738,0
470,Como Calcio,,serie-a,Italy,2001,sommertransfers,2001-06-01,2020-06-01,0,0,,0,2,2,0,4094194,4094194,5,0.303401,0.321674,0,0,0.00036,0,0.000769,0,330,0,0.003814,0
489,Stade Reims,,ligue-1,France,2001,sommertransfers,2001-06-01,2020-06-01,0,0,,6,10,16,7835186,47357488,55192674,4,0.389085,0.423077,55.211123,0.00335,0.01036,4,0.001279,0,1,0.378788,0.056836,25
501,Watford FC,,premier-league,England,2002,wintertransfers,2002-01-01,2020-06-01,0,0,,32,19,51,243999737,127236379,371236116,4,0.416196,0.456637,217.150971,0.057526,0.020439,0,0.001585,0,1,0.366387,0.240901,218
503,West Bromwich Albion,,premier-league,England,2002,wintertransfers,2002-01-01,2020-06-01,0,0,,40,19,59,224337413,116431638,340769051,4,0.416196,0.462293,229.303894,0.031672,0.020118,0,0.001804,0,1,0.398319,0.199588,237
506,Recreativo Huelva,,laliga,Spain,2002,wintertransfers,2002-01-01,2020-06-01,0,0,,6,9,15,10169307,20542940,30712247,5,0.369565,0.400226,16.241309,0.007806,0.008159,1,0.00098,0,1,0.527273,0.056753,29
513,Modena FC,,serie-a,Italy,2002,wintertransfers,2002-01-01,2020-06-01,0,0,,1,5,6,3780418,5051433,8831851,5,0.36039,0.390691,27.664802,0.000007,0.013961,0,0.001031,0,329,0.4,0.034715,6
521,Rubin Kazan,,premier-liga,Russia,2002,wintertransfers,2002-01-01,2020-06-01,0,0,,52,32,84,196850008,142672102,339522110,4,0.410781,0.452866,1559.447318,0.032602,0.01738,5,0.002961,0,1,0.191463,0.19129,157
528,AS Livorno,,serie-a,Italy,2002,wintertransfers,2002-01-01,2020-06-01,0,0,,11,10,21,15254513,41565611,56820124,4,0.395349,0.43175,57.528961,0.024591,0.02548,3,0.001119,0,1,0.492647,0.119376,67
532,FK Rostov,,premier-liga,Russia,2002,wintertransfers,2002-01-01,2020-06-01,0,0,,22,19,41,15994445,39298896,55293341,4,0.379074,0.412896,418.342529,0.006535,0.011525,5,0.001752,0,1,0.285714,0.065365,30
546,ACD Treviso,,serie-a,Italy,2002,sommertransfers,2002-06-01,2020-06-01,0,0,,0,6,6,0,14398128,14398128,5,0.3552,0.381532,0,0,0.018259,3,0.000674,0,398,0.833333,0.046292,5
549,Swansea City,,premier-league,Wales,2002,sommertransfers,2002-06-01,2020-06-01,0,0,,29,24,53,196623152,314576778,511199930,4,0.434185,0.477753,348.416334,0.041449,0.036748,0,0.001758,0,1,0.375375,0.238006,250
553,Huddersfield Town,,premier-league,England,2002,sommertransfers,2002-06-01,2020-06-01,0,0,,13,6,19,98220109,35438887,133658996,5,0.327893,0.357014,30.813134,0.012157,0.002725,0,0.001128,0,1,0.283333,0.06523,34
562,Granada CF,,laliga,Spain,2002,sommertransfers,2002-06-01,2020-06-01,0,0,,11,20,31,16593792,75807101,92400893,4,0.425819,0.464932,111.967212,0.018069,0.025247,3,0.001328,0,1,0.278947,0.140164,53
564,Xerez CD,,laliga,Spain,2002,sommertransfers,2002-06-01,2020-06-01,0,0,,0,2,2,0,681301,681301,5,0.301221,0.319595,0,0,0.000451,1,0.000761,0,413,1,0.002586,1
570,1.FSV Mainz 05,,1-bundesliga,Germany,2002,sommertransfers,2002-06-01,2020-06-01,0,0,,47,34,81,121644253,218615722,340259975,4,0.432485,0.482655,806.72165,0.04776,0.030391,2,0.002269,0,1,0.275748,0.264533,249
579,SV Darmstadt 98,,1-bundesliga,Germany,2002,sommertransfers,2002-06-01,2020-06-01,0,0,,3,8,11,1838463,10032043,11870506,5,0.375212,0.406259,18.871193,0.001154,0.00688,2,0.000955,0,1,0.577778,0.034804,26
586,Genoa CFC,,serie-a,Italy,2002,sommertransfers,2002-06-01,2020-06-01,0,0,,94,93,187,384464575,611473011,995937586,4,0.476293,0.53356,1578.885923,0.263631,0.305831,3,0.002222,0,1,0.32398,0.839265,381
608,Kuban Krasnodar,,premier-liga,Russia,2002,sommertransfers,2002-06-01,2020-06-01,0,0,,12,18,30,16999480,72578501,89577981,5,0.372681,0.411538,370.5763,0.005033,0.008084,5,0.001712,0,1,0.382353,0.060933,52
617,Wolverhampton Wanderers,,premier-league,England,2003,wintertransfers,2003-01-01,2020-06-01,0,0,,22,14,36,174220059,76829246,251049305,5,0.38704,0.428507,109.334818,0.029522,0.011346,0,0.001337,0,1,0.436667,0.159922,131
618,Real Murcia CF,,laliga,Spain,2003,wintertransfers,2003-01-01,2020-06-01,0,0,,4,5,9,10250631,11791048,22041679,5,0.36772,0.394193,81.106112,0.002018,0.003455,1,0.001276,0,1,0.333333,0.022471,12
619,Albacete Balompié,,laliga,Spain,2003,wintertransfers,2003-01-01,2020-06-01,0,0,,0,6,6,0,12167033,12167033,4,0.385417,0.41479,0,0,0.011368,1,0.000732,0,462,0.5,0.043366,5
627,AC Cesena,,serie-a,Italy,2003,wintertransfers,2003-01-01,2020-06-01,0,0,,15,29,44,21499460,72837037,94336497,5,0.381034,0.423605,274.214593,0.044125,0.083748,3,0.001184,0,1,0.608187,0.213065,104
630,AC Siena,,serie-a,Italy,2003,wintertransfers,2003-01-01,2020-06-01,0,0,,35,28,63,65472360,93821552,159293912,4,0.417769,0.461161,61.76354,0.12817,0.100049,3,0.0012,0,1,0.549784,0.317613,127
637,Spartak-Alania Vladikavkaz,,premier-liga,Russia,2003,wintertransfers,2003-01-01,2020-06-01,0,0,,0,1,1,0,504055,504055,5,0.307906,0.321772,0,0,0.000109,5,0.000666,0,209,0.166667,0.001923,0
642,Torpedo-Metallurg Moskau,,premier-liga,Russia,2003,wintertransfers,2003-01-01,2020-06-01,0,0,,2,1,3,756082,100811,856893,6,0.272167,0.287104,0.1125,0.000617,0.000101,5,0.000731,0,1,1,0.005836,3
646,Amkar Perm,,premier-liga,Russia,2003,wintertransfers,2003-01-01,2020-06-01,0,0,,6,8,14,3389778,12461974,15851752,5,0.33689,0.36267,64.224827,0.000966,0.003996,5,0.001171,0,1,0.638889,0.027377,23
663,SC Amiens,,ligue-1,France,2003,sommertransfers,2003-06-01,2020-06-01,0,0,,5,6,11,12784163,17768500,30552663,4,0.381034,0.410256,74.476051,0.007402,0.004439,4,0.000987,0,1,0.145455,0.042611,8
666,Brighton & Hove Albion,,premier-league,England,2003,sommertransfers,2003-06-01,2020-06-01,0,0,,11,9,20,72221968,28681060,100903028,5,0.383681,0.416063,95.677176,0.009337,0.007907,0,0.001197,0,1,0.227941,0.076619,31
670,Getafe CF,,laliga,Spain,2003,sommertransfers,2003-06-01,2020-06-01,0,0,,33,29,62,108565732,117468919,226034651,4,0.420952,0.465686,273.131867,0.043943,0.037111,1,0.001771,0,1,0.314815,0.215273,119
681,Stoke City,,premier-league,England,2003,sommertransfers,2003-06-01,2020-06-01,0,0,,38,23,61,229795467,113490358,343285825,4,0.414634,0.46003,353.960719,0.039434,0.023375,0,0.001781,0,1,0.352853,0.248211,235
694,US Palermo,,serie-a,Italy,2003,sommertransfers,2003-06-01,2020-06-01,0,0,,53,69,122,210841621,386715448,597557069,4,0.469214,0.530166,654.638106,0.139527,0.220017,3,0.002054,0,1,0.37315,0.581281,353
695,Ascoli Calcio 1898,,serie-a,Italy,2003,sommertransfers,2003-06-01,2020-06-01,0,0,,2,12,14,1115322,13668512,14783834,5,0.355305,0.384012,6.209657,0.005987,0.024148,3,0.000793,0,1,0.785714,0.066586,22
707,Grenoble Foot 38,,ligue-1,France,2003,sommertransfers,2003-06-01,2020-06-01,0,0,,6,4,10,3966687,2482805,6449492,5,0.352472,0.37813,7.35103,0.007157,0.003171,4,0.00084,0,1,0.678571,0.03953,19
715,Burnley FC,,premier-league,England,2004,wintertransfers,2004-01-01,2020-06-01,0,0,,27,11,38,138712018,100000133,238712151,4,0.377133,0.412896,39.011582,0.019294,0.012693,0,0.001279,0,1,0.596838,0.132624,151
721,AC Milan,,serie-a,Italy,2004,wintertransfers,2004-01-01,2020-06-01,0,0,,75,59,134,880892863,585356490,1466249353,4,0.482533,0.541855,820.301553,0.239755,0.172503,3,0.002037,0,1,0.36549,0.694564,466
722,Córdoba CF,,laliga,Spain,2004,wintertransfers,2004-01-01,2020-06-01,0,0,,0,9,9,0,14934308,14934308,4,0.369205,0.400224,0,0,0.005782,1,0.00098,0,551,0.238095,0.027205,5
728,Parma FC,,serie-a,Italy,2004,wintertransfers,2004-01-01,2020-06-01,0,0,,53,50,103,137740590,239127968,376868558,4,0.415414,0.463801,478.293917,0.12747,0.163602,3,0.001581,0,1,0.47395,0.444215,282
730,FC Messina Peloro,,serie-a,Italy,2004,wintertransfers,2004-01-01,2020-06-01,0,0,,1,4,5,600827,3523284,4124111,5,0.355305,0.379638,2.582485,0.001684,0.006158,3,0.000782,0,1,0.1,0.017958,1
731,ACF Fiorentina,,serie-a,Italy,2004,wintertransfers,2004-01-01,2020-06-01,0,0,,76,54,130,476125341,447596972,923722313,4,0.469214,0.527526,847.858368,0.200903,0.150809,3,0.002246,0,1,0.331313,0.643815,492
734,Calcio Catania,,serie-a,Italy,2004,wintertransfers,2004-01-01,2020-06-01,0,0,,14,18,32,28655114,64879525,93534639,5,0.39254,0.434163,205.008617,0.026488,0.048534,3,0.001223,0,1,0.452632,0.140282,86
736,SCO Angers,,ligue-1,France,2004,wintertransfers,2004-01-01,2020-06-01,0,0,,14,11,25,26659366,78815152,105474518,4,0.394643,0.428356,25.882111,0.009318,0.008706,4,0.001207,0,1,0.541667,0.071542,65
738,FC Istres Ouest Provence,,ligue-1,France,2004,wintertransfers,2004-01-01,2020-06-01,0,0,,0,2,2,0,2297825,2297825,5,0.318508,0.337162,0,0,0.001499,1,0.000687,0,562,0,0.006369,0
744,FK Moskau,,premier-liga,Russia,2004,wintertransfers,2004-01-01,2020-06-01,0,0,,14,18,32,19897857,42145323,62043180,4,0.364086,0.397813,251.806139,0.005842,0.007677,5,0.001495,0,1,0.390476,0.060942,41
745,Tom Tomsk,,premier-liga,Russia,2004,wintertransfers,2004-01-01,2020-06-01,0,0,,10,8,18,7056268,10297071,17353339,4,0.345853,0.372172,228.538996,0.002176,0.002697,5,0.001457,0,1,0.454545,0.031032,30
747,Arsenal Tula,,premier-liga,Russia,2004,wintertransfers,2004-01-01,2020-06-01,0,0,,1,1,2,2000000,309873,2309873,5,0.26247,0.276395,1.206847,0.000554,0.000025,5,0.000752,0,1,1,0.002555,1
748,Luch Vladivostok,,premier-liga,Russia,2004,wintertransfers,2004-01-01,2020-06-01,0,0,,0,8,8,0,5207211,5207211,5,0.329866,0.358934,0,0,0.001622,5,0.001013,0,49,0.619048,0.011065,13
757,Terek Grozny,,premier-liga,Russia,2004,wintertransfers,2004-01-01,2020-06-01,0,0,,12,2,14,10349808,2715822,13065630,5,0.284794,0.301508,6.829141,0.006971,0.000249,5,0.001097,0,1,0.361111,0.024749,13
767,Reading FC,,premier-league,England,2004,sommertransfers,2004-06-01,2020-06-01,0,0,,8,16,24,18971812,73689879,92661691,5,0.40625,0.448869,45.195616,0.004276,0.015392,0,0.001181,0,1,0.415205,0.088062,71
774,Elche CF,,laliga,Spain,2004,sommertransfers,2004-06-01,2020-06-01,0,0,,0,8,8,0,27042245,27042245,4,0.393617,0.4253,0,0,0.010292,1,0.000876,0,254,0.357143,0.034637,10
778,UD Almería,,laliga,Spain,2004,sommertransfers,2004-06-01,2020-06-01,0,0,,3,17,20,5425797,49595085,55020882,4,0.409259,0.449095,50.668343,0.000665,0.024232,1,0.001411,0,1,0.366667,0.083785,44
779,Hércules CF,,laliga,Spain,2004,sommertransfers,2004-06-01,2020-06-01,0,0,,2,5,7,5642744,8007809,13650553,4,0.377778,0.403846,4.341241,0.006083,0.003853,5,0.000807,0,1,0.190476,0.033821,4
812,Stade Brest 29,,ligue-1,France,2004,sommertransfers,2004-06-01,2020-06-01,0,0,,12,5,17,14058892,18097646,32156538,4,0.373942,0.399321,7.183788,0.01271,0.004903,4,0.00114,0,1,0.552381,0.068629,58
838,Spartak Nalchik,,premier-liga,Russia,2005,wintertransfers,2005-01-01,2020-06-01,0,0,,0,6,6,0,6960867,6960867,5,0.34472,0.369895,0,0,0.001579,5,0.00099,0,18,0.6,0.011717,6
846,FK Khimki,,premier-liga,Russia,2005,wintertransfers,2005-01-01,2020-06-01,0,0,,5,8,13,1154121,7866330,9020451,5,0.271833,0.294042,19.416755,0.001116,0.00042,5,0.001115,0,1,0.535714,0.013344,15
867,SD Eibar,,laliga,Spain,2005,sommertransfers,2005-06-01,2020-06-01,0,0,,18,11,29,35344364,51107105,86451469,4,0.385017,0.420814,337.270832,0.017791,0.009994,1,0.001642,0,1,0.304348,0.10582,84
876,Gimnàstic de Tarragona,,laliga,Spain,2005,sommertransfers,2005-06-01,2020-06-01,0,0,,0,6,6,0,6457066,6457066,4,0.375,0.405405,0,0,0.006085,1,0.000841,0,139,0.466667,0.026658,7
882,Fortuna Düsseldorf,,1-bundesliga,Germany,2005,sommertransfers,2005-06-01,2020-06-01,0,0,,6,5,11,11308992,15926575,27235567,5,0.357027,0.380241,8.05533,0.006749,0.004005,2,0.0009,0,1,0.555556,0.040034,20
890,Torino FC,,serie-a,Italy,2005,sommertransfers,2005-06-01,2020-06-01,0,0,,55,36,91,229253574,238960531,468214105,4,0.464286,0.514329,352.610398,0.175942,0.094052,3,0.001713,0,1,0.404181,0.495568,348
942,Valenciennes FC,,ligue-1,France,2006,wintertransfers,2006-01-01,2020-06-01,0,0,,18,15,33,20864745,39075956,59940701,4,0.412313,0.450226,56.311443,0.016579,0.018481,4,0.001268,0,1,0.594737,0.132805,113
953,Mordovia Saransk,,premier-liga,Russia,2006,wintertransfers,2006-01-01,2020-06-01,0,0,,1,3,4,23279,711991,735270,5,0.299458,0.31991,2.074823,0.000059,0.000833,5,0.000848,0,1,0.5,0.005493,3
985,Delfino Pescara 1936,,serie-a,Italy,2006,sommertransfers,2006-06-01,2020-06-01,0,0,,15,23,38,25257453,72475591,97733044,4,0.418561,0.460784,19.446852,0.05076,0.078152,3,0.001081,0,1,0.689474,0.210056,131
1074,FC Crotone,,serie-a,Italy,2007,sommertransfers,2007-06-01,2020-06-01,0,0,,6,21,27,3655718,26477180,30132898,5,0.404762,0.446606,66.854154,0.010403,0.069999,3,0.001129,0,1,0.485294,0.164328,66
1095,FCO Dijon,,ligue-1,France,2007,sommertransfers,2007-06-01,2020-06-01,0,0,,14,11,25,23988843,41781762,65770605,5,0.37585,0.408522,119.638225,0.011278,0.006553,4,0.0014,0,1,0.421053,0.079393,72
1107,TSG 1899 Hoffenheim,,1-bundesliga,Germany,2008,wintertransfers,2008-01-01,2020-06-01,0,0,,38,33,71,166112415,327299849,493412264,4,0.45102,0.501131,428.643443,0.034637,0.039958,2,0.002,0,1,0.341026,0.228831,266
1115,Sibir Novosibirsk,,premier-liga,Russia,2008,wintertransfers,2008-01-01,2020-06-01,0,0,,0,3,3,0,2101435,2101435,5,0.301221,0.318168,0,0,0.001442,5,0.000671,0,917,1,0.007366,1
1160,Frosinone Calcio,,serie-a,Italy,2008,sommertransfers,2008-06-01,2020-06-01,0,0,,8,6,14,8217096,7824740,16041836,5,0.349684,0.376848,29.816498,0.020665,0.013566,3,0.000937,0,1,0.327273,0.071351,18
1190,US Boulogne,,ligue-1,France,2009,wintertransfers,2009-01-01,2020-06-01,0,0,,1,5,6,570502,8370815,8941317,5,0.336377,0.363725,7.567648,0.001409,0.001384,4,0.000838,0,1,0.533333,0.01509,8
1193,Ural Yekaterinburg,,premier-liga,Russia,2009,wintertransfers,2009-01-01,2020-06-01,0,0,,4,1,5,894723,435000,1329723,6,0.256381,0.266591,88.955331,0.000926,0.000001,5,0.001161,0,1,0.3,0.007571,3
1251,Novara Calcio 1908,,serie-a,Italy,2010,wintertransfers,2010-01-01,2020-06-01,0,0,,6,9,15,5196896,15854436,21051332,5,0.359935,0.391327,8.470301,0.009011,0.021505,3,0.000855,0,1,0.555556,0.066436,20
1260,Athlétic Club Arlésien,,ligue-1,France,2010,wintertransfers,2010-01-01,2020-06-01,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,6,0.000585,1,1058,0,0,0
